778	0	0	0	Load	Scalar	1	27	8-bit	1.00000	0.000000	Load Rear	0	0	255	0	255	Load	Load for the rear cylinder (8-bit resolution)
768	0	0	0	RPM	Scalar	2	11	RPM	1.00000	0.000000	Engine Speed	0	0	65535	0	65535	RPM	Engine Speed
767	0	0	0	Seconds	Scalar	2	9	Seconds	1.00000	0.000000	Seconds	0	0	65535	0	65535	Seconds	Number of seconds since engine startup
777	0	0	0	TPD	Scalar	2	25	Degrees	0.10000	0.000000	Throttle Position Degrees	0.0	0	6553.5	0	65535	TPD	Throttle position, degree
845	0	0	1	TPP	Scalar	1	27	8-bit	0.392157	0.00000	Throttle Percentage	0.0	0	100.000035	0	255	TPP	Throttle postion, percentage
827	0	0	0	TPS 10Bit	Scalar	2	90	10-bit ADC	1.00000	0.000000	TPS 10Bit	0	0	1023	0	1023	TPS 10Bit	Throttle position sensor unscaled input (10-bit resolution)
828	0	0	0	TPS Voltg.	Scalar	2	90	Volt	0.004887585	0.000000	TPS Voltage	0.00	0	4.999999455	0	1023	TPS Voltg.	Throttle position sensor voltage
803	0	0	0	BAS Voltg.	Scalar	2	65	Volt	0.004887585	0.000000	BAS Voltage	0.0	0	4.999999455	0	1023	BAS Voltg.	Bank angle sensor input  voltage
779	0	0	0	Batt. Voltg.	Scalar	2	28	Volts	0.0100000	0.000000	Battery Voltage	0.00	0	655.35	0	65535	Batt. Voltg.	Battery voltage
780	0	0	0	CLT	Scalar	2	30	Degree C	0.10000	-40.00000	Engine Temperature	0	-40	368	0	4080	CLT	Engine temperature, centigrade
781	0	0	0	CLT_F	Scalar	2	30	Fahrenheit	0.18000	-40.00000	Engine Temperature Fahrenheit	0	-40	694.4	0	4080	CLT_F	Engine temperature, Fahrenheit
782	0	0	0	MAT	Scalar	2	32	Degree C	0.10000	-40.00000	Air Temperature	0	-40	368	0	4080	MAT	Air temperature, centigrade
783	0	0	0	MAT_F	Scalar	2	32	Fahrenheit	0.18000	-40.00000	Air Temperature Fahrenheit	0	-40	694.4	0	4080	MAT_F	Air temperature, Fahrenheit
785	0	0	0	O2	Scalar	2	34	Volt	0.004887585	0.000000	O2 Voltage Rear	0.00	0	1.246334175	0	255	O2	Exhaust O2 sensor voltage for the rear cylinder
787	0	0	0	Accel Corr.	Scalar	2	42	Percent	0.10000	0.000000	Acceleration Correction	0.0	0	6553.5	0	65535	Accel Corr.	Acceleration condition fuel enrichment
792	0	0	0	AFV	Scalar	2	52	Percent	0.10000	0.000000	AFV Rear	0.0	0	6553.5	0	65535	AFV	Adaptive fuel value for the rear cylinder
788	0	0	0	Decel Corr.	Scalar	2	44	Percent	0.10000	0.000000	Deceleration Correction	0.0	0	6553.5	0	65535	Decel Corr.	Deceleration condition fuel adjustment
793	0	0	0	EGO Corr.	Scalar	2	54	Percent	0.10000	0.000000	EGO Correction	0.0	0	6553.5	0	65535	EGO Corr.	Exhaust gas O2 fuel adjustment for the rear cylinder
786	0	0	0	IAT Corr.	Scalar	2	40	Percent	0.10000	0.000000	Air Temp Correction	0.0	0	6553.5	0	65535	IAT Corr.	Air density (temperature dependent) compensation
790	0	0	0	Idle Corr.	Scalar	2	48	Percent	0.10000	0.000000	Idle Correction	0.0	0	6553.5	0	65535	Idle Corr.	Idle fuel adjustment
791	0	0	0	OL Corr.	Scalar	2	50	Percent	0.10000	0.000000	Open Loop Correction	0.0	0	6553.5	0	65535	OL Corr.	Open loop default correction
789	0	0	0	WOT Corr.	Scalar	2	46	Percent	0.10000	0.000000	WOT Correction	0.0	0	6553.5	0	65535	WOT Corr.	Wide open throttle fuel enrichment
852	0	0	0	WUE	Scalar	2	38	Percent	0.100000	0.00000	Engine Temp Correction	0.0	0	6553.5	0	65535	WUE	Warmup enrichment
775	0	0	0	pw1	Scalar	2	21	Milliseconds	0.00133	0.000000	Fuel Pulsewidth Front	0.00	0	87.16155	0	65535	pw1	Injector pulsewidth for the front cylinder
776	0	0	0	pw2	Scalar	2	23	Milliseconds	0.00133	0.000000	Fuel Pulsewidth Rear	0.00	0	87.16155	0	65535	pw2	Injector pulsewidth for the rear cylinder
769	0	0	0	spark1	Scalar	2	13	Degrees	0.00250	0.000000	Spark Advance Front	0.00	0	163.8375	0	65535	spark1	Spark advance for the front cylinder
770	0	0	0	spark2	Scalar	2	15	Degrees	0.00250	0.000000	Spark Advance Rear	0.00	0	163.8375	0	65535	spark2	Spark advance for the rear cylinder
772	0	0	0	veCurr1	Scalar	2	17	Milliseconds	0.0266	0.000000	Table Fuel, Front	0.00	0	1743.231	0	65535	veCurr1	Fuel map value for the front cylinder (interpolated, scaled to milliseconds)
771	0	0	0	veCurr1_RAW	Scalar	2	17	fuel	1.000000	0.000000	Raw Table Fuel, Front	0.00	0	65535	0	65535	veCurr1_RAW	Fuel map raw value for the front cylinder (interpolated, unscaled)
774	0	0	0	veCurr2	Scalar	2	19	Milliseconds	0.0266	0.000000	Table Fuel, Rear	0.00	0	1743.231	0	65535	veCurr2	Fuel map value for the rear cylinder (interpolated, scaled to milliseconds)
773	0	0	0	veCurr2_RAW	Scalar	2	19	fuel	1.000000	0.000000	Raw Table Fuel, Rear	0.00	0	65535	0	65535	veCurr2_RAW	Fuel map raw value for the rear cylinder (interpolated, unscaled)
802	0	0	0	BAS ADC	Scalar	2	65	10-bit ADC	1.00000	0.000000	Bank Angle Sensor	0	0	1023	0	1023	BAS ADC	Bank angle sensor unscaled input
829	0	0	0	Batt. ADC	Scalar	2	92	10-bit ADC	1.00000	0.000000	Battery Feedback	0	0	1023	0	1023	Batt. ADC	Battery voltage unscaled input
823	0	0	0	Coil1 ADC	Scalar	1	86	8-bit ADC	1.00000	0.000000	Coil Feedback Front	0	0	255	0	255	Coil1 ADC	Front ignition coil unscaled feedback signal
824	0	0	0	Coil2 ADC	Scalar	1	87	8-bit ADC	1.00000	0.000000	Coil Feedback Rear	0	0	255	0	255	Coil2 ADC	Rear ignition coil unscaled feedback signal
830	0	0	0	ETS ADC	Scalar	1	94	8-bit ADC	1.00000	0.000000	Engine Temperature Sensor	0	0	255	0	255	ETS ADC	Engine temperature sensor for the rear cylinder unscaled signal
835	0	0	0	Fan ADC	Scalar	1	97	8-bit ADC	1.00000	0.000000	Cooling Fan Feedback	0	0	255	0	255	Fan ADC	Cooling fan unscaled feedback signal
834	0	0	0	FP ADC	Scalar	1	96	8-bit ADC	1.00000	0.000000	Fuel Pump Feedback	0	0	255	0	255	FP ADC	Fuel pump unscaled feedback singal
832	0	0	0	IAT ADC	Scalar	1	95	8-bit ADC	1.00000	0.000000	Air Temperature Sensor	0	0	255	0	255	IAT ADC	Manifold air temperature sensor unscaled input
825	0	0	0	Inj1 ADC	Scalar	1	88	8-bit ADC	1.00000	0.000000	Injector Feedback Front	0	0	255	0	255	Inj1 ADC	Injector unscaled feedback signal for the front cylinder
826	0	0	0	Inj2 ADC	Scalar	1	89	8-bit ADC	1.00000	0.000000	Injector Feedback Rear	0	0	255	0	255	Inj2 ADC	Injector unscaled feedback signal for the rear cylinder
784	0	0	0	O2 ADC	Scalar	2	34	10-bit ADC	1.00000	0.000000	O2 Sensor Rear	0	0	255	0	255	O2 ADC	Exhaust gas O2 sensor unscaled input for the rear cylinder
794	0	0	0	Flags0	Bitfield	1	56		1.00000	0.000000	Flags Byte 0	0	0	255	0	255	Flags0	Flags, Byte 0
795	0	0	0	Flags1	Bitfield	1	57		1.00000	0.000000	Flags Byte 1	0	0	255	0	255	Flags1	Flags, Byte 1
796	0	0	0	Flags2	Bitfield	1	58		1.00000	0.000000	Flags Byte 2	0	0	255	0	255	Flags2	Flags, Byte 2
