276	0	0	0	Load	Scalar	1	27	8-bit	1.0000000	0.00000	Load Rear	0	0	255	0	255	Load	Load for the rear cylinder (8-bit resolution)
263	0	0	0	Load1	Scalar	1	7	Percent * 2.56	1.0000000	0.00000	Load Front	0	0	255	0	255	Load1	Load for the front cylinder (8-bit resolution)
266	0	0	0	RPM	Scalar	2	11	RPM	1.0000000	0.00000	Engine Speed	0	0	65535	0	65535	RPM	Engine Speed
265	0	0	0	Seconds	Scalar	2	9	Seconds	1.0000000	0.00000	Seconds	0	0	65535	0	65535	Seconds	Number of seconds since engine startup
304	0	0	1	TP IAC Load	Scalar	1	60	Percent	1.0000000	0.00000	Throttle and IAC Load	0	0	255	0	255	TP IAC Load	Throttle and intake air controller load
275	0	0	0	TPD	Scalar	2	25	Degrees	0.1000000	0.00000	Throttle Position Degrees	0.0	0	6553.5	0	65535	TPD	Throttle position, degree
299	0	0	1	TPP	Scalar	1	59	8-bit	0.392157	0.00000	Throttle Percentage	0.0	0	100.000035	0	255	TPP	Throttle postion, percentage
335	0	0	0	TPS 10Bit	Scalar	2	90	10-bit ADC	1.0000000	0.00000	TPS 10Bit	0	0	1023	0	1023	TPS 10Bit	Throttle position sensor unscaled input (10-bit resolution)
334	0	0	0	TPS Voltg.	Scalar	2	90	Volt	0.004887585	0.00000	TPS Voltage	0.00	0	4.999999455	0	1023	TPS Voltg.	Throttle position sensor voltage
848	0	0	0	BAS Voltg.	Scalar	2	65	Volt	0.004887585	0.00000	BAS Voltage	0.0	0	4.999999455	0	1023	BAS Voltg.	Bank angle sensor input  voltage
277	0	0	0	Batt. Voltg.	Scalar	2	28	Volts	0.0100000	0.00000	Battery Voltage	0.00	0	655.35	0	65535	Batt. Voltg.	Battery voltage
279	0	0	0	CLT	Scalar	2	30	Degree C	0.1000000	-40.00000	Engine Temperature	0	-40	368	0	4080	CLT	Engine temperature, centigrade
278	0	0	0	CLT_F	Scalar	2	30	Fahrenheit	0.1800000	-40.00000	Engine Temperature Fahrenheit	0	-40	694.4	0	4080	CLT_F	Engine temperature, Fahrenheit
371	0	0	0	MAP1	Scalar	1	121		1.0000000	0.00000	MAP Front	0.0	0	255	0	255	MAP1	Manifold air pressure for the front cylinder
372	0	0	0	MAP2	Scalar	1	122		1.0000000	0.00000	MAP Rear	0.0	0	255	0	255	MAP2	Mainfold air pressure for the rear cylinder
281	0	0	0	MAT	Scalar	2	32	Degree C	0.1000000	-40.00000	Air Temperature	0	-40	368	0	4080	MAT	Air temperature, centigrade
280	0	0	0	MAT_F	Scalar	2	32	Fahrenheit	0.1800000	-40.00000	Air Temperature Fahrenheit	0	-40	694.4	0	4080	MAT_F	Air temperature, Fahrenheit
283	0	0	0	O2	Scalar	2	34	Volt	0.004887585	0.00000	O2 Voltage Rear	0.00	0	1.246334175	0	255	O2	Exhaust O2 sensor voltage for the rear cylinder
359	0	0	0	O21	Scalar	1	110	Volt	0.019607843	0.00000	O2 Voltage Front	0.00	0	1.246334175	0	255	O21	Exhaust O2 sensor voltage for the front cylinder
287	0	0	0	Accel Corr.	Scalar	2	42	Percent	0.1000000	0.00000	Acceleration Correction	0.0	0	6553.5	0	65535	Accel Corr.	Acceleration condition fuel enrichment
294	0	0	0	AFV	Scalar	2	52	Percent	0.1000000	0.00000	AFV Rear	0.0	0	6553.5	0	65535	AFV	Adaptive fuel value for the rear cylinder
378	0	0	0	AFV1	Scalar	2	128	Percent	0.1000000	0.00000	AFV Front	0.0	0	6553.5	0	65535	AFV1	Adaptive fuel value for the front cylinder
284	0	0	0	Batt. Corr.	Scalar	2	36	Milliseconds	0.00133	0.00000	Battery Voltage Correction	0.00	0	87.16155	0	65535	Batt. Corr.	Battery voltage fuel adjustment
288	0	0	0	Decel Corr.	Scalar	2	44	Percent	0.1000000	0.00000	Deceleration Correction	0.0	0	6553.5	0	65535	Decel Corr.	Deceleration condition fuel adjustment
295	0	0	0	EGO Corr.	Scalar	2	54	Percent	0.1000000	0.00000	EGO Correction	0.0	0	6553.5	0	65535	EGO Corr.	Exhaust gas O2 fuel adjustment for the rear cylinder
379	0	0	0	EGO1 Corr.	Scalar	2	130	Percent	0.1000000	0.00000	EGO Correction Front	0.0	0	6553.5	0	65535	EGO1 Corr.	Exhaust gas O2 fuel adjustment for the front cylinder
377	0	0	0	FP Corr.	Scalar	1	127	Percent	1.0000000	0.00000	FP Correction	0	0	255	0	255	FP Corr.	Fuel pressure adjustment
286	0	0	0	IAT Corr.	Scalar	2	40	Percent	0.1000000	0.00000	Air Temp Correction	0.0	0	6553.5	0	65535	IAT Corr.	Air density (temperature dependent) compensation
292	0	0	0	Idle Corr.	Scalar	2	48	Percent	0.1000000	0.00000	Idle Correction	0.0	0	6553.5	0	65535	Idle Corr.	Idle fuel adjustment
293	0	0	0	OL Corr.	Scalar	2	50	Percent	0.1000000	0.00000	Open Loop Correction	0.0	0	6553.5	0	65535	OL Corr.	Open loop default correction
290	0	0	0	WOT Corr.	Scalar	2	46	Percent	0.1000000	0.00000	WOT Correction	0.0	0	6553.5	0	65535	WOT Corr.	Wide open throttle fuel enrichment
285	0	0	0	WUE	Scalar	2	38	Percent	0.1000000	0.00000	Engine Temp Correction	0.0	0	6553.5	0	65535	WUE	Warmup enrichment
273	0	0	0	pw1	Scalar	2	21	Milliseconds	0.00133	0.00000	Fuel Pulsewidth Front	0.00	0	87.16155	0	65535	pw1	Injector pulsewidth for the front cylinder
274	0	0	0	pw2	Scalar	2	23	Milliseconds	0.00133	0.00000	Fuel Pulsewidth Rear	0.00	0	87.16155	0	65535	pw2	Injector pulsewidth for the rear cylinder
267	0	0	0	spark1	Scalar	2	13	Degrees	0.0025	0.00000	Spark Advance Front	0.00	0	163.8375	0	65535	spark1	Spark advance for the front cylinder
268	0	0	0	spark2	Scalar	2	15	Degrees	0.0025	0.00000	Spark Advance Rear	0.00	0	163.8375	0	65535	spark2	Spark advance for the rear cylinder
270	0	0	0	veCurr1	Scalar	2	17	Milliseconds	0.0266	0.00000	Table Fuel, Front	0.00	0	1743.231	0	65535	veCurr1	Fuel map value for the front cylinder (interpolated, scaled to milliseconds)
269	0	0	0	veCurr1_RAW	Scalar	2	17	fuel	1.000000	0.00000	Raw Table Fuel, Front	0.00	0	65535	0	65535	veCurr1_RAW	Fuel map raw value for the front cylinder (interpolated, unscaled)
272	0	0	0	veCurr2	Scalar	2	19	Milliseconds	0.0266	0.00000	Table Fuel, Rear	0.00	0	1743.231	0	65535	veCurr2	Fuel map value for the rear cylinder (interpolated, scaled to milliseconds)
